name,album,artist,release_date,length,popularity,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,time_signature,key,mode,uri,release_year,top_year,user,Id
"Eh, Mushroom, Will You Mush My Room?: Chrysler",Obsolete,Dashiell Hedayat,1971,400800,7,0.22,0.332,0.546,0.579,0.318,-12.639,0.0448,106.916,0.517,3,9,1,spotify:track:5RI4J4RRxwvtflqtGCBdEn,1971,2018,zeta,C3450
